ID,X,Y,N,A,Ap,Ar,He,Ho,FIS,NS_ex0pct,NS_ex2pct,NS_ex5pct,NS_ex10pct
Indiv_245,11234.78261,20626.08696,128,4.65,0.989361702,4.323736166,0.62155,0.62315,-0.0077,100.7,97.8,107.8,89.6
Indiv_246,11234.78261,19582.6087,131,4.65,0.989361702,4.316662581,0.621,0.6233,-0.0093,120.6,111,119.2,110.3
Indiv_247,11234.78261,18539.13043,159,4.65,0.989361702,4.294295736,0.62095,0.6262,-0.01275,142.9,130.6,132.5,129.1
Indiv_248,11234.78261,17495.65217,179,4.65,0.989361702,4.295695483,0.61915,0.61985,-0.00565,140,125.7,127.7,128.5
Indiv_249,11234.78261,16452.17391,182,4.65,0.989361702,4.294912818,0.62035,0.62035,-0.00505,149.3,135.3,132.5,136.4
Indiv_250,11234.78261,15408.69565,164,4.6,0.978723404,4.281905752,0.6191,0.621,-0.0085,155.1,141.6,144.9,145.2
Indiv_251,11234.78261,14365.21739,155,4.6,0.978723404,4.254057107,0.61975,0.6261,-0.0151,163.5,150.7,139.6,153
Indiv_252,11234.78261,13321.73913,152,4.65,0.989361702,4.275195883,0.6218,0.6273,-0.0132,172.6,163.2,149.9,166.6
Indiv_253,11234.78261,12278.26087,150,4.65,0.989361702,4.268344142,0.62135,0.62665,-0.01035,174.5,165.2,158.1,165
Indiv_254,11234.78261,11234.78261,119,4.65,0.989361702,4.254835352,0.6251,0.6302,-0.0089,136.3,132.9,123.2,130.6
Indiv_255,11234.78261,10191.30435,145,4.65,0.989361702,4.233790316,0.6205,0.6203,0.00065,137.3,136.7,138.7,138.9
Indiv_256,11234.78261,9147.826087,136,4.65,0.989361702,4.232943599,0.62215,0.6232,-0.00015,137.7,133.5,135.1,137.8
Indiv_257,11234.78261,8104.347826,121,4.65,0.989361702,4.236442777,0.6248,0.62645,-0.001,134.6,133.3,131.7,131.4
Indiv_258,11234.78261,7060.869565,111,4.65,0.989361702,4.221389962,0.62345,0.62495,0.0011,138.4,151.8,144.6,137.3
Indiv_259,11234.78261,6017.391304,104,4.65,0.989361702,4.228446415,0.62425,0.6299,-0.00315,127,119.3,114,111.5
Indiv_260,11234.78261,4973.913043,52,4.45,0.946808511,4.213041077,0.6274,0.63175,-0.0093,87.5,82.4,60.5,85.8
Indiv_261,11234.78261,3930.434783,34,4.3,0.914893617,4.162651437,0.6216,0.606,0.0137,80.4,79.8,77.5,70.5
Indiv_262,11234.78261,2886.956522,31,4.15,0.882978723,4.063383467,0.61645,0.5983,0.01705,41.7,42.4,34.8,38.5
Indiv_263,11234.78261,1843.478261,22,4,0.85106383,3.984972118,0.6152,0.5818,0.04505,21.2,17.5,18.4,21.2
Indiv_264,11234.78261,800,12,,,,,,,,,,
Indiv_265,12278.26087,24800,99,4.65,0.989361702,4.298843513,0.61405,0.6216,-0.01965,111.4,122.6,153.8,113.9
Indiv_266,12278.26087,23756.52174,106,4.65,0.989361702,4.304864027,0.6143,0.6165,-0.01145,98.2,103.7,123.1,92.8
Indiv_267,12278.26087,22713.04348,106,4.65,0.989361702,4.317389845,0.61585,0.6175,-0.0087,94.4,97.6,116.5,90.1
Indiv_268,12278.26087,21669.56522,111,4.65,0.989361702,4.305171704,0.6177,0.6245,-0.0153,119.8,112,146,118
Indiv_269,12278.26087,20626.08696,133,4.65,0.989361702,4.3045751,0.62115,0.6252,-0.0114,117.8,109.8,124.8,109.2
Indiv_270,12278.26087,19582.6087,155,4.65,0.989361702,4.3047739,0.62085,0.6254,-0.0132,127.8,128.8,142.2,121.2
Indiv_271,12278.26087,18539.13043,160,4.65,0.989361702,4.29887388,0.62185,0.6272,-0.0144,136.2,134.2,137.9,129.8
Indiv_272,12278.26087,17495.65217,170,4.65,0.989361702,4.292312035,0.6208,0.62285,-0.00805,155.1,140.3,147.4,144.3
Indiv_273,12278.26087,16452.17391,180,4.65,0.989361702,4.284322675,0.6204,0.62135,-0.0072,165.9,150.6,153.1,148
Indiv_274,12278.26087,15408.69565,177,4.65,0.989361702,4.277257701,0.6187,0.6206,-0.00925,173.6,162.8,156.2,158.3
Indiv_275,12278.26087,14365.21739,176,4.7,1,4.281185733,0.61945,0.6196,-0.0063,171.6,169,164.1,167
Indiv_276,12278.26087,13321.73913,176,4.7,1,4.286852631,0.6212,0.6237,-0.0066,183.9,185.8,168.1,188.5
Indiv_277,12278.26087,12278.26087,163,4.7,1,4.28539526,0.62105,0.62445,-0.0082,173.8,166.2,160.8,176.1
Indiv_278,12278.26087,11234.78261,168,4.7,1,4.273656573,0.6214,0.6229,-0.00305,178.7,168.2,176.5,180.6
Indiv_279,12278.26087,10191.30435,166,4.7,1,4.256014198,0.62215,0.6214,-0.00045,157.9,151.7,156.6,156.4
Indiv_280,12278.26087,9147.826087,147,4.65,0.989361702,4.239155877,0.6214,0.62295,-0.0023,142,136.8,141.2,138.9
Indiv_281,12278.26087,8104.347826,135,4.65,0.989361702,4.215397262,0.62215,0.6267,-0.0059,144.5,138.5,136.7,139.4
Indiv_282,12278.26087,7060.869565,125,4.65,0.989361702,4.220448854,0.622,0.6252,-0.00335,125,126,123.6,133
Indiv_283,12278.26087,6017.391304,101,4.6,0.978723404,4.198522029,0.62365,0.6297,-0.01055,130.2,125.3,121,129.5
Indiv_284,12278.26087,4973.913043,51,4.45,0.946808511,4.224486815,0.6226,0.6343,-0.0196,86.3,76.9,61.4,84.4
Indiv_285,12278.26087,3930.434783,33,4.3,0.914893617,4.181098518,0.62635,0.61815,0.00795,97.7,93.1,100.8,91.7
Indiv_286,12278.26087,2886.956522,25,4.15,0.882978723,4.093994617,0.61915,0.592,0.0392,24.6,21,22.2,24.6
Indiv_287,12278.26087,1843.478261,17,,,,,,,,,,
Indiv_288,12278.26087,800,8,,,,,,,,,,
Indiv_289,13321.73913,24800,110,4.65,0.989361702,4.284538955,0.6129,0.61485,-0.01315,101.8,109.5,114,100.9
Indiv_290,13321.73913,23756.52174,106,4.65,0.989361702,4.293776997,0.61325,0.61555,-0.01115,94.4,106.2,130.9,89.3
Indiv_291,13321.73913,22713.04348,99,4.65,0.989361702,4.272110855,0.61085,0.6101,-0.00595,109.2,135.8,126.4,116.4
Indiv_292,13321.73913,21669.56522,131,4.65,0.989361702,4.301234709,0.61775,0.61985,-0.0082,118.9,115.2,117,110.2
Indiv_293,13321.73913,20626.08696,147,4.65,0.989361702,4.298505996,0.6198,0.62375,-0.0117,120.6,114.6,128.5,113.1
Indiv_294,13321.73913,19582.6087,160,4.65,0.989361702,4.29999233,0.6203,0.6225,-0.0096,129.5,129.1,142.5,122.5
Indiv_295,13321.73913,18539.13043,160,4.65,0.989361702,4.292322469,0.6196,0.62405,-0.0134,129.4,127.6,143.8,122.6
Indiv_296,13321.73913,17495.65217,148,4.65,0.989361702,4.297932555,0.6223,0.62805,-0.0161,139.1,137.7,143.4,132.2
Indiv_297,13321.73913,16452.17391,144,4.6,0.978723404,4.266623854,0.6203,0.6215,-0.00735,157.8,145.3,142.8,151.2
Indiv_298,13321.73913,15408.69565,171,4.6,0.978723404,4.268444026,0.6193,0.61805,-0.00395,179.2,167.6,160.7,165.4
Indiv_299,13321.73913,14365.21739,164,4.7,1,4.260913427,0.6204,0.62285,-0.01075,204.6,190.4,160.8,198.3
Indiv_300,13321.73913,13321.73913,174,4.7,1,4.286129788,0.62165,0.62,-0.00015,193.3,193.9,177.3,207.1
Indiv_301,13321.73913,12278.26087,186,4.7,1,4.27775587,0.62015,0.62035,-0.0014,191.4,181.2,189.8,203.1
Indiv_302,13321.73913,11234.78261,178,4.7,1,4.281252958,0.6214,0.6214,-0.0002,185.6,180,187.6,194.6
Indiv_303,13321.73913,10191.30435,158,4.7,1,4.256082521,0.62205,0.62405,-0.00405,163.5,154.6,154.4,160.1
Indiv_304,13321.73913,9147.826087,142,4.65,0.989361702,4.235440194,0.62155,0.62785,-0.0094,140.8,132.4,148.1,135.1
Indiv_305,13321.73913,8104.347826,132,4.6,0.978723404,4.20709026,0.6234,0.62995,-0.01165,138.4,131.2,131,135.6
Indiv_306,13321.73913,7060.869565,112,4.6,0.978723404,4.19549351,0.62275,0.63135,-0.01455,142.3,130.5,125.2,140.5
Indiv_307,13321.73913,6017.391304,96,4.6,0.978723404,4.188616907,0.62255,0.6318,-0.0128,122.2,104.6,98.5,105.8
Indiv_308,13321.73913,4973.913043,64,4.55,0.968085106,4.20396039,0.62185,0.62805,-0.0091,103.1,90,83.8,89.6
Indiv_309,13321.73913,3930.434783,29,4.35,0.925531915,4.207649061,0.62525,0.6018,0.03515,95.2,62,48,74.9
Indiv_310,13321.73913,2886.956522,20,4.15,0.882978723,4.15,0.60315,0.5775,0.03465,36,34.1,33.6,36
Indiv_311,13321.73913,1843.478261,13,,,,,,,,,,
Indiv_312,13321.73913,800,9,,,,,,,,,,
Indiv_313,14365.21739,24800,102,4.6,0.978723404,4.262332865,0.61085,0.61475,-0.01415,97.1,110.6,107.8,105.2
Indiv_314,14365.21739,23756.52174,116,4.65,0.989361702,4.277612667,0.6131,0.61555,-0.01155,106.2,109.9,109.7,101.3
Indiv_315,14365.21739,22713.04348,124,4.65,0.989361702,4.268574521,0.61525,0.61415,-0.00385,129.6,137.9,148.6,123.3
Indiv_316,14365.21739,21669.56522,130,4.65,0.989361702,4.285342241,0.61685,0.6223,-0.01445,117.1,113.2,116.3,110.2
Indiv_317,14365.21739,20626.08696,146,4.65,0.989361702,4.279036075,0.6186,0.6209,-0.01055,128.6,124.4,136.8,118.5
Indiv_318,14365.21739,19582.6087,159,4.65,0.989361702,4.28573464,0.61885,0.61885,-0.00685,133.7,133.1,137.5,124.4
Indiv_319,14365.21739,18539.13043,156,4.65,0.989361702,4.283888128,0.6194,0.61985,-0.00755,136.3,138.5,146.8,127.8
Indiv_320,14365.21739,17495.65217,133,4.65,0.989361702,4.277846619,0.62425,0.62855,-0.0133,145.3,153.1,159.7,132.6
Indiv_321,14365.21739,16452.17391,157,4.65,0.989361702,4.279133075,0.6216,0.6223,-0.00595,205.2,206.2,190.5,197.2
Indiv_322,14365.21739,15408.69565,149,4.6,0.978723404,4.252967789,0.62015,0.6222,-0.0094,200.9,174.7,153.8,187.9
Indiv_323,14365.21739,14365.21739,179,4.7,1,4.27018946,0.61865,0.6215,-0.0104,213.8,191.8,184.5,208.5
Indiv_324,14365.21739,13321.73913,184,4.7,1,4.279102608,0.6204,0.61985,-0.0017,209.4,196.2,193.7,211.3
Indiv_325,14365.21739,12278.26087,181,4.7,1,4.269564233,0.6199,0.6196,-0.00205,199.4,182.9,172.3,206.4
Indiv_326,14365.21739,11234.78261,148,4.65,0.989361702,4.265092538,0.6221,0.6263,-0.0095,167.5,161.5,146.7,167.4
Indiv_327,14365.21739,10191.30435,118,4.6,0.978723404,4.214670442,0.6222,0.6309,-0.0192,159.4,138.4,132.7,144.9
Indiv_328,14365.21739,9147.826087,101,4.6,0.978723404,4.211487216,0.6248,0.6367,-0.02335,158.6,136.8,128.3,148.9
Indiv_329,14365.21739,8104.347826,88,4.65,0.989361702,4.217638113,0.62445,0.63405,-0.01175,136.3,108.6,114.4,119.7
Indiv_330,14365.21739,7060.869565,78,4.6,0.978723404,4.225048536,0.62285,0.63265,-0.01135,133.2,125.6,129.1,126.7
Indiv_331,14365.21739,6017.391304,75,4.6,0.978723404,4.211931678,0.6194,0.62475,-0.00775,116.6,103.1,105.7,109.4
Indiv_332,14365.21739,4973.913043,47,4.5,0.957446809,4.189527232,0.6121,0.61695,-0.00835,105.9,80.9,86.4,91.4
Indiv_333,14365.21739,3930.434783,21,4.15,0.882978723,4.125958188,0.5968,0.56905,0.04475,23.4,17.1,16.3,23.4
Indiv_334,14365.21739,2886.956522,17,,,,,,,,,,
Indiv_335,14365.21739,1843.478261,18,,,,,,,,,,
Indiv_336,14365.21739,800,14,,,,,,,,,,
Indiv_337,15408.69565,24800,113,4.6,0.978723404,4.261531502,0.6108,0.6084,-0.00275,121.6,137.6,123.9,121.3
Indiv_338,15408.69565,23756.52174,123,4.65,0.989361702,4.25773221,0.6126,0.6106,-0.0036,122.1,131.8,121.1,116.9
Indiv_339,15408.69565,22713.04348,134,4.65,0.989361702,4.266943511,0.6144,0.61375,-0.0036,131.5,134.2,137.2,126.8
Indiv_340,15408.69565,21669.56522,129,4.65,0.989361702,4.263792722,0.6149,0.61595,-0.00725,120.8,126.5,136.5,115.1
Indiv_341,15408.69565,20626.08696,146,4.65,0.989361702,4.276002731,0.61765,0.6178,-0.0069,126,123.9,124.2,117.9
Indiv_342,15408.69565,19582.6087,157,4.65,0.989361702,4.278496785,0.61965,0.6245,-0.0147,140.2,138.8,134.3,129.3
Indiv_343,15408.69565,18539.13043,156,4.65,0.989361702,4.282717027,0.61935,0.62525,-0.0156,144,142,143.3,133.6
Indiv_344,15408.69565,17495.65217,169,4.65,0.989361702,4.255732148,0.61895,0.6245,-0.014,165.9,164.7,168,153.7
Indiv_345,15408.69565,16452.17391,172,4.7,1,4.251675355,0.61975,0.6267,-0.01605,211.3,186.6,177.1,191.3
Indiv_346,15408.69565,15408.69565,176,4.7,1,4.26604454,0.6212,0.6238,-0.0105,217.6,199.4,185.9,197
Indiv_347,15408.69565,14365.21739,181,4.7,1,4.277045114,0.6204,0.6227,-0.00895,216.8,190.7,188.8,199.8
Indiv_348,15408.69565,13321.73913,175,4.7,1,4.270787595,0.6186,0.621,-0.0096,220.3,195.4,184.8,219.4
Indiv_349,15408.69565,12278.26087,167,4.7,1,4.251289874,0.62035,0.6208,-0.00665,188.9,160.5,149.9,172.7
Indiv_350,15408.69565,11234.78261,92,4.55,0.968085106,4.208463458,0.6208,0.63145,-0.02055,169.6,122.2,119.4,137.7
Indiv_351,15408.69565,10191.30435,64,4.45,0.946808511,4.165769704,0.61255,0.62335,-0.0141,155.7,128,97.4,150.6
Indiv_352,15408.69565,9147.826087,40,4.45,0.946808511,4.223576112,0.6085,0.6225,-0.0206,251.7,150.8,134.6,239.3
Indiv_353,15408.69565,8104.347826,49,4.5,0.957446809,4.205675536,0.6161,0.6195,-0.0085,181.2,161.4,140.5,174.4
Indiv_354,15408.69565,7060.869565,73,4.65,0.989361702,4.214507363,0.61235,0.6205,-0.018,148.1,134,120.4,148.3
Indiv_355,15408.69565,6017.391304,55,4.65,0.989361702,4.229176349,0.6131,0.61365,-0.00085,104.1,88.5,73,96.4
Indiv_356,15408.69565,4973.913043,31,4.5,0.957446809,4.262664492,0.60605,0.5855,0.03875,99.8,81.4,88.3,87.6
Indiv_357,15408.69565,3930.434783,23,4.1,0.872340426,4.061165674,0.59455,0.5566,0.0664,17.6,12.7,14.9,17.6
Indiv_358,15408.69565,2886.956522,20,4.1,0.872340426,4.1,0.5747,0.5325,0.0785,13.7,12.6,12.8,13.7
Indiv_359,15408.69565,1843.478261,18,,,,,,,,,,
Indiv_360,15408.69565,800,17,,,,,,,,,,
Indiv_361,16452.17391,24800,104,4.6,0.978723404,4.231678666,0.60665,0.60625,-0.00815,106.5,124.6,117.6,107.7
Indiv_362,16452.17391,23756.52174,120,4.65,0.989361702,4.251865627,0.6107,0.60965,-0.00595,108,110.3,100.7,98.8
Indiv_363,16452.17391,22713.04348,128,4.65,0.989361702,4.256337141,0.6132,0.61165,-0.00415,115.3,115.2,117.9,115.9
Indiv_364,16452.17391,21669.56522,125,4.65,0.989361702,4.263562949,0.61485,0.6172,-0.00845,123.2,126,129.5,121.3
Indiv_365,16452.17391,20626.08696,135,4.65,0.989361702,4.281211917,0.6178,0.6193,-0.0088,118.9,116.3,122.8,111.5
Indiv_366,16452.17391,19582.6087,144,4.65,0.989361702,4.285832356,0.6184,0.6211,-0.00985,137.2,145.8,153.3,127
Indiv_367,16452.17391,18539.13043,148,4.65,0.989361702,4.289261569,0.6188,0.62505,-0.0155,138.1,138.3,147.7,127.4
Indiv_368,16452.17391,17495.65217,158,4.7,1,4.270866047,0.61985,0.6241,-0.0129,161.8,142.7,148.1,143
Indiv_369,16452.17391,16452.17391,174,4.7,1,4.256465733,0.61925,0.6269,-0.01745,216.3,189.4,174.5,197.3
Indiv_370,16452.17391,15408.69565,160,4.7,1,4.258136834,0.62065,0.62755,-0.01635,250.7,224.1,206.2,221.1
Indiv_371,16452.17391,14365.21739,134,4.65,0.989361702,4.228701512,0.6191,0.62165,-0.0101,218.7,173.5,154.4,182.6
Indiv_372,16452.17391,13321.73913,137,4.7,1,4.228276943,0.6177,0.6204,-0.00915,263.4,181,163.3,216.9
Indiv_373,16452.17391,12278.26087,151,4.7,1,4.229584479,0.6201,0.6246,-0.0116,213.3,158.8,164.6,185.2
Indiv_374,16452.17391,11234.78261,112,4.7,1,4.193956357,0.6164,0.62315,-0.0133,244.5,173.1,171.3,190.2
Indiv_375,16452.17391,10191.30435,58,4.4,0.936170213,4.208276719,0.6049,0.60085,0.0055,170.6,147.2,112.8,166.3
Indiv_376,16452.17391,9147.826087,42,4.45,0.946808511,4.194111362,0.6067,0.59885,0.0138,299.4,783.1,250.5,459
Indiv_377,16452.17391,8104.347826,56,4.5,0.957446809,4.198184956,0.60815,0.6072,-0.0013,217.1,174.1,177.8,215.9
Indiv_378,16452.17391,7060.869565,52,4.6,0.978723404,4.236065588,0.6123,0.6125,-0.00395,135.4,120.8,113.3,136.8
Indiv_379,16452.17391,6017.391304,39,4.55,0.968085106,4.252245685,0.6126,0.60775,0.0057,125.7,116.4,108.3,134.7
Indiv_380,16452.17391,4973.913043,21,4.2,0.893617021,4.17804878,0.5948,0.5809,0.03875,68.6,38.1,28.8,68.6
Indiv_381,16452.17391,3930.434783,15,,,,,,,,,,
Indiv_382,16452.17391,2886.956522,15,,,,,,,,,,
Indiv_383,16452.17391,1843.478261,17,,,,,,,,,,
Indiv_384,16452.17391,800,13,,,,,,,,,,
Indiv_385,17495.65217,24800,98,4.6,0.978723404,4.225267136,0.60805,0.61065,-0.0119,101.2,118.7,95.3,97.7
Indiv_386,17495.65217,23756.52174,113,4.6,0.978723404,4.243403176,0.6102,0.6107,-0.00895,113.6,118,99,107.4
Indiv_387,17495.65217,22713.04348,115,4.65,0.989361702,4.247950506,0.61195,0.61385,-0.0119,103.3,100.6,85.3,97.5
Indiv_388,17495.65217,21669.56522,96,4.6,0.978723404,4.243930956,0.6098,0.61035,-0.0074,106.1,109.8,102.3,95.7
Indiv_389,17495.65217,20626.08696,74,4.55,0.968085106,4.227631775,0.61045,0.61625,-0.0149,147.8,170,135.9,126.3
Indiv_390,17495.65217,19582.6087,124,4.65,0.989361702,4.256015745,0.61955,0.62475,-0.01265,146.4,153.5,154.3,136
Indiv_391,17495.65217,18539.13043,107,4.65,0.989361702,4.272927677,0.61865,0.619,-0.0052,160.3,164.6,154.3,141.9
Indiv_392,17495.65217,17495.65217,117,4.7,1,4.278931555,0.6185,0.6197,-0.0064,258.7,256.8,234.8,230.4
Indiv_393,17495.65217,16452.17391,166,4.7,1,4.2503573,0.61615,0.6205,-0.0122,209.2,189,171.7,187.1
Indiv_394,17495.65217,15408.69565,146,4.7,1,4.236381049,0.6151,0.615,-0.0056,207.3,156.6,146.5,168.7
Indiv_395,17495.65217,14365.21739,107,4.7,1,4.243489263,0.61465,0.61585,-0.0065,218.9,151.5,138.7,182.9
Indiv_396,17495.65217,13321.73913,106,4.65,0.989361702,4.206396505,0.61565,0.61995,-0.01,178,111.2,108.8,139.8
Indiv_397,17495.65217,12278.26087,139,4.7,1,4.190005535,0.6156,0.6173,-0.00765,210.5,144.2,147.7,167.3
Indiv_398,17495.65217,11234.78261,126,4.7,1,4.176388259,0.61415,0.6183,-0.01055,213.4,151.4,148.7,172.2
Indiv_399,17495.65217,10191.30435,64,4.45,0.946808511,4.202685413,0.60495,0.59525,0.01165,201,147.4,123,203.2
Indiv_400,17495.65217,9147.826087,51,4.5,0.957446809,4.212037428,0.6058,0.596,0.01455,292.4,262.6,303.6,281.3
Indiv_401,17495.65217,8104.347826,43,4.45,0.946808511,4.215498204,0.60815,0.6093,-0.0029,154.8,114,176,153.3
Indiv_402,17495.65217,7060.869565,37,4.5,0.957446809,4.238927275,0.6094,0.61095,-0.0036,118.1,115.5,148.3,115.8
Indiv_403,17495.65217,6017.391304,25,4.5,0.957446809,4.347228079,0.60155,0.608,-0.0104,181.7,640.1,437,181.7
Indiv_404,17495.65217,4973.913043,14,,,,,,,,,,
Indiv_405,17495.65217,3930.434783,9,,,,,,,,,,
Indiv_406,17495.65217,2886.956522,11,,,,,,,,,,
Indiv_407,17495.65217,1843.478261,16,,,,,,,,,,
Indiv_408,17495.65217,800,13,,,,,,,,,,
Indiv_409,18539.13043,24800,81,4.6,0.978723404,4.255724138,0.6069,0.61605,-0.02355,88.9,102.1,91.9,89.1
Indiv_410,18539.13043,23756.52174,107,4.6,0.978723404,4.225514697,0.60785,0.61215,-0.0162,103.5,106.8,92.5,98.5
Indiv_411,18539.13043,22713.04348,109,4.6,0.978723404,4.239768416,0.60975,0.6124,-0.01205,105.2,101.6,85,98.2
Indiv_412,18539.13043,21669.56522,93,4.6,0.978723404,4.225295192,0.6083,0.6166,-0.02385,96.8,101.5,87.3,99.4
Indiv_413,18539.13043,20626.08696,93,4.6,0.978723404,4.228214876,0.6122,0.6133,-0.01285,124.3,139,120.7,121.9
Indiv_414,18539.13043,19582.6087,100,4.6,0.978723404,4.220948661,0.61535,0.618,-0.0114,161.6,162.8,136.7,133
Indiv_415,18539.13043,18539.13043,102,4.6,0.978723404,4.205529477,0.6107,0.6102,-0.0045,177,152.9,144.9,156.9
Indiv_416,18539.13043,17495.65217,106,4.65,0.989361702,4.24476779,0.6112,0.6042,0.0053,155.6,118.2,119.7,134.6
Indiv_417,18539.13043,16452.17391,150,4.7,1,4.230078664,0.6133,0.61135,-0.0027,178.7,143.4,132.3,155.4
Indiv_418,18539.13043,15408.69565,131,4.7,1,4.228608585,0.61475,0.6118,-0.00265,163.1,127.8,124.6,146.3
Indiv_419,18539.13043,14365.21739,118,4.65,0.989361702,4.20297123,0.6119,0.6038,0.00455,141.3,100.5,106.1,119
Indiv_420,18539.13043,13321.73913,127,4.65,0.989361702,4.185212697,0.61435,0.6126,-0.00315,147.6,99.9,98.5,119.8
Indiv_421,18539.13043,12278.26087,137,4.65,0.989361702,4.20576621,0.6168,0.6197,-0.0095,145.9,112.2,110.5,135
Indiv_422,18539.13043,11234.78261,98,4.65,0.989361702,4.196567325,0.61075,0.6056,0.0014,157.6,92,97.3,122.1
Indiv_423,18539.13043,10191.30435,80,4.55,0.968085106,4.145384577,0.6052,0.5987,0.005,122.7,79.3,82.8,92.7
Indiv_424,18539.13043,9147.826087,42,4.4,0.936170213,4.2118875,0.59905,0.5822,0.02525,225.4,193.4,373.1,211.8
Indiv_425,18539.13043,8104.347826,31,4.35,0.925531915,4.206678149,0.60695,0.60325,0.0094,197.7,267.8,503.5,164.8
Indiv_426,18539.13043,7060.869565,24,4.2,0.893617021,4.113436284,0.6065,0.60205,0.00645,92.4,122.2,135.7,92.4
Indiv_427,18539.13043,6017.391304,20,4.2,0.893617021,4.2,0.60515,0.6175,-0.02365,38.3,35,36.4,38.3
Indiv_428,18539.13043,4973.913043,12,,,,,,,,,,
Indiv_429,18539.13043,3930.434783,10,,,,,,,,,,
Indiv_430,18539.13043,2886.956522,11,,,,,,,,,,
Indiv_431,18539.13043,1843.478261,13,,,,,,,,,,
Indiv_432,18539.13043,800,13,,,,,,,,,,
Indiv_433,19582.6087,24800,67,4.6,0.978723404,4.249421066,0.60605,0.6179,-0.02865,123.5,111.8,98,116.8
Indiv_434,19582.6087,23756.52174,90,4.6,0.978723404,4.24872594,0.60835,0.6173,-0.02375,89.1,105.2,89.7,89
Indiv_435,19582.6087,22713.04348,99,4.6,0.978723404,4.242552789,0.60985,0.61905,-0.0264,97,98.1,84.4,94.7
Indiv_436,19582.6087,21669.56522,94,4.6,0.978723404,4.228792901,0.60805,0.6122,-0.01705,112.7,125,102.9,121.9
Indiv_437,19582.6087,20626.08696,100,4.6,0.978723404,4.218071644,0.61255,0.6175,-0.01835,117.9,116.6,98,108.5
Indiv_438,19582.6087,19582.6087,108,4.6,0.978723404,4.226544232,0.61525,0.62,-0.0171,136.7,127.3,105.9,130.8
Indiv_439,19582.6087,18539.13043,104,4.65,0.989361702,4.206169885,0.60985,0.6135,-0.01315,167.3,119.8,129.1,135.2
Indiv_440,19582.6087,17495.65217,111,4.65,0.989361702,4.184830022,0.6091,0.6133,-0.0153,140.4,109,123.9,124.8
Indiv_441,19582.6087,16452.17391,115,4.65,0.989361702,4.211635236,0.60985,0.6061,-0.00365,146,115.7,109.9,124.1
Indiv_442,19582.6087,15408.69565,128,4.65,0.989361702,4.215219548,0.61275,0.60905,-6.00E-04,144.7,115.9,117.4,125.9
Indiv_443,19582.6087,14365.21739,129,4.65,0.989361702,4.204471724,0.61105,0.60615,-0.00045,150.1,110,117.2,123.6
Indiv_444,19582.6087,13321.73913,135,4.65,0.989361702,4.201334265,0.6159,0.6145,-0.0047,128,102.1,108.1,118
Indiv_445,19582.6087,12278.26087,136,4.65,0.989361702,4.209493998,0.61765,0.6206,-0.0112,140.1,104.8,105.5,123.2
Indiv_446,19582.6087,11234.78261,118,4.65,0.989361702,4.20335579,0.6153,0.61105,-0.0015,142.6,99.9,109.8,129.2
Indiv_447,19582.6087,10191.30435,77,4.55,0.968085106,4.144586158,0.6082,0.59725,0.01065,105.6,65.6,77.7,78.8
Indiv_448,19582.6087,9147.826087,75,4.55,0.968085106,4.183645724,0.60925,0.60135,0.00575,79.3,59,65.4,68.1
Indiv_449,19582.6087,8104.347826,60,4.45,0.946808511,4.156602234,0.6022,0.59335,0.0044,58.4,43.8,44.1,53.7
Indiv_450,19582.6087,7060.869565,38,4.3,0.914893617,4.138371669,0.60505,0.6026,-0.0059,42.1,42.2,36,41.9
Indiv_451,19582.6087,6017.391304,20,4,0.85106383,4,0.60605,0.615,-0.02375,34.6,33.1,28.9,34.6
Indiv_452,19582.6087,4973.913043,10,,,,,,,,,,
Indiv_453,19582.6087,3930.434783,10,,,,,,,,,,
Indiv_454,19582.6087,2886.956522,12,,,,,,,,,,
Indiv_455,19582.6087,1843.478261,15,,,,,,,,,,
Indiv_456,19582.6087,800,12,,,,,,,,,,
Indiv_457,20626.08696,24800,56,4.6,0.978723404,4.23040351,0.6033,0.61165,-0.022,105.7,112,91,112.4
Indiv_458,20626.08696,23756.52174,60,4.6,0.978723404,4.221810123,0.6025,0.61,-0.0218,100.1,108,88,115
Indiv_459,20626.08696,22713.04348,90,4.6,0.978723404,4.23909736,0.61025,0.6189,-0.02595,105.6,104.7,87.1,101.9
Indiv_460,20626.08696,21669.56522,91,4.6,0.978723404,4.240522539,0.61165,0.6174,-0.0216,104.8,101.4,82.2,95.3
Indiv_461,20626.08696,20626.08696,93,4.6,0.978723404,4.175416479,0.60945,0.6167,-0.0204,155.1,131.1,107.5,150.2
Indiv_462,20626.08696,19582.6087,85,4.6,0.978723404,4.156852921,0.6096,0.6094,-0.00825,140,131.8,115.2,135.4
Indiv_463,20626.08696,18539.13043,76,4.5,0.957446809,4.121128592,0.60425,0.60465,-0.0096,144.4,101.9,113.7,114.5
Indiv_464,20626.08696,17495.65217,80,4.6,0.978723404,4.179398809,0.6046,0.5982,0.00085,164.5,111.4,104.7,108.5
Indiv_465,20626.08696,16452.17391,113,4.65,0.989361702,4.197023075,0.60875,0.60175,0.00175,136.6,103.1,105.1,110.7
Indiv_466,20626.08696,15408.69565,114,4.65,0.989361702,4.199434844,0.6088,0.6005,0.0035,130.3,95.9,95.7,106.1
Indiv_467,20626.08696,14365.21739,101,4.65,0.989361702,4.176116705,0.6091,0.59955,0.0065,141.1,92.3,94.9,98.7
