ID,X,Y,N,A,Ap,Ar,He,Ho,FIS,NS_ex0pct,NS_ex2pct,NS_ex5pct,NS_ex10pct
Indiv_468,20626.08696,13321.73913,123,4.65,0.989361702,4.204048912,0.6145,0.61305,-0.00665,123,93.4,89.8,110.6
Indiv_469,20626.08696,12278.26087,125,4.65,0.989361702,4.193070143,0.6151,0.6116,-0.00405,120.1,89.7,89.1,104.9
Indiv_470,20626.08696,11234.78261,117,4.65,0.989361702,4.200097959,0.61445,0.6136,-0.0077,129.5,87.6,94.9,113.5
Indiv_471,20626.08696,10191.30435,112,4.65,0.989361702,4.209444339,0.61385,0.60535,0.0046,107.4,82.1,87.4,93.9
Indiv_472,20626.08696,9147.826087,101,4.6,0.978723404,4.175538622,0.60995,0.60695,-0.00465,91.5,71.6,68.2,78.1
Indiv_473,20626.08696,8104.347826,73,4.55,0.968085106,4.141163172,0.6033,0.602,-0.0082,71.6,49.5,50,56.9
Indiv_474,20626.08696,7060.869565,48,4.4,0.936170213,4.124424016,0.60005,0.59275,0.0013,63.4,52,62.8,57.8
Indiv_475,20626.08696,6017.391304,32,4.25,0.904255319,4.055550215,0.60655,0.611,-0.01445,55.2,49.5,40.7,49.6
Indiv_476,20626.08696,4973.913043,23,4.05,0.861702128,3.994710195,0.60945,0.62835,,29.2,23,25.7,29.2
Indiv_477,20626.08696,3930.434783,13,,,,,,,,,,
Indiv_478,20626.08696,2886.956522,10,,,,,,,,,,
Indiv_479,20626.08696,1843.478261,11,,,,,,,,,,
Indiv_480,20626.08696,800,11,,,,,,,,,,
Indiv_481,21669.56522,24800,50,4.6,0.978723404,4.217063595,0.60005,0.601,-0.01065,89.2,83.1,67.4,87.7
Indiv_482,21669.56522,23756.52174,71,4.6,0.978723404,4.215413343,0.6034,0.6113,-0.02415,109.3,93.4,77.4,109.1
Indiv_483,21669.56522,22713.04348,77,4.6,0.978723404,4.218614205,0.60815,0.61735,-0.02595,105.3,89.3,74.9,92.7
Indiv_484,21669.56522,21669.56522,79,4.6,0.978723404,4.190138732,0.60415,0.61145,-0.022,116.8,87.7,77.1,110.2
Indiv_485,21669.56522,20626.08696,87,4.6,0.978723404,4.155952904,0.60885,0.60745,-0.007,125.8,112.6,93.5,113.8
Indiv_486,21669.56522,19582.6087,92,4.6,0.978723404,4.176546345,0.61145,0.61035,-0.0068,131.5,109,101,133.8
Indiv_487,21669.56522,18539.13043,95,4.65,0.989361702,4.185428176,0.6059,0.61005,-0.01645,162.5,108.3,103.5,125.1
Indiv_488,21669.56522,17495.65217,103,4.65,0.989361702,4.190213624,0.60795,0.6081,-0.0103,151.1,108.7,105,105.4
Indiv_489,21669.56522,16452.17391,114,4.65,0.989361702,4.197020825,0.60885,0.60255,1.00E-04,138,97,98.1,109.4
Indiv_490,21669.56522,15408.69565,112,4.65,0.989361702,4.178504202,0.60825,0.60125,0.0009,143.8,97.5,95.3,109.2
Indiv_491,21669.56522,14365.21739,109,4.65,0.989361702,4.1851863,0.6094,0.60275,1.00E-04,141.6,94.8,94.7,111.6
Indiv_492,21669.56522,13321.73913,111,4.65,0.989361702,4.196247666,0.61255,0.6043,0.0026,129.4,90.8,95.9,117.1
Indiv_493,21669.56522,12278.26087,115,4.65,0.989361702,4.194821398,0.61545,0.60515,0.0065,117.6,82.8,86,102.7
Indiv_494,21669.56522,11234.78261,113,4.65,0.989361702,4.19156587,0.6132,0.6062,0.00235,125.8,86.3,94,108.6
Indiv_495,21669.56522,10191.30435,110,4.65,0.989361702,4.209203629,0.6137,0.60495,0.005,111.5,82.1,85.6,97.3
Indiv_496,21669.56522,9147.826087,91,4.6,0.978723404,4.160247324,0.60705,0.6047,-0.0073,93.4,68,65.2,77.2
Indiv_497,21669.56522,8104.347826,73,4.55,0.968085106,4.143300546,0.6064,0.6055,-0.00965,75.5,52.4,55.4,57.2
Indiv_498,21669.56522,7060.869565,58,4.4,0.936170213,4.137141414,0.6079,0.59125,0.01175,63.5,51,62.7,53.4
Indiv_499,21669.56522,6017.391304,46,4.35,0.925531915,4.094031912,0.60595,0.59235,0.0096,61.6,48.5,51.1,51.1
Indiv_500,21669.56522,4973.913043,40,4.35,0.925531915,4.117950958,0.61105,0.60125,0.00425,59.9,47.3,51.6,50.2
Indiv_501,21669.56522,3930.434783,14,,,,,,,,,,
Indiv_502,21669.56522,2886.956522,9,,,,,,,,,,
Indiv_503,21669.56522,1843.478261,12,,,,,,,,,,
Indiv_504,21669.56522,800,10,,,,,,,,,,
Indiv_505,22713.04348,24800,56,4.6,0.978723404,4.213434822,0.60135,0.60005,-0.00855,93.4,83.3,78.2,91.5
Indiv_506,22713.04348,23756.52174,57,4.6,0.978723404,4.205995067,0.60185,0.6035,-0.0132,92.8,84,77.3,91.9
Indiv_507,22713.04348,22713.04348,64,4.6,0.978723404,4.183155276,0.606,0.6116,-0.0188,98.8,84.8,72.8,93.8
Indiv_508,22713.04348,21669.56522,69,4.55,0.968085106,4.163338051,0.60425,0.61165,-0.0222,124.2,81.2,83.5,110.6
Indiv_509,22713.04348,20626.08696,80,4.55,0.968085106,4.138673555,0.6083,0.61255,-0.01425,128.7,90.5,91.8,102.8
Indiv_510,22713.04348,19582.6087,80,4.4,0.936170213,4.12035607,0.60625,0.61315,-0.0192,114.1,87.1,85.4,101.5
Indiv_511,22713.04348,18539.13043,61,4.45,0.946808511,4.125467385,0.6077,0.6214,-0.02925,115.8,80.6,79.7,102.4
Indiv_512,22713.04348,17495.65217,92,4.65,0.989361702,4.208257454,0.6086,0.6103,-0.0135,133.4,95.8,99.3,109.7
Indiv_513,22713.04348,16452.17391,100,4.65,0.989361702,4.204442548,0.60965,0.6065,-0.00375,144.3,101.4,106.3,119.7
Indiv_514,22713.04348,15408.69565,97,4.65,0.989361702,4.202522756,0.60715,0.6,0.00245,127.6,88.7,92.1,100.5
Indiv_515,22713.04348,14365.21739,91,4.65,0.989361702,4.156876665,0.6082,0.60305,-0.0034,121.3,76.3,78,78.8
Indiv_516,22713.04348,13321.73913,87,4.65,0.989361702,4.155202581,0.60845,0.60185,-0.00135,85.4,61.5,59.5,66.5
Indiv_517,22713.04348,12278.26087,83,4.55,0.968085106,4.15284764,0.60825,0.60375,-0.00445,79.5,55.7,55.6,67.3
Indiv_518,22713.04348,11234.78261,84,4.6,0.978723404,4.159851261,0.60905,0.6089,-0.01175,94,69.7,68.8,81.3
Indiv_519,22713.04348,10191.30435,91,4.6,0.978723404,4.158201163,0.60945,0.60685,-0.00825,102.6,77.1,78,90.1
Indiv_520,22713.04348,9147.826087,80,4.55,0.968085106,4.159581559,0.60765,0.60125,0.001,78.9,56,59.9,62.8
Indiv_521,22713.04348,8104.347826,65,4.45,0.946808511,4.132628365,0.6044,0.59785,-0.0022,63.7,49.5,49.9,52.7
Indiv_522,22713.04348,7060.869565,59,4.4,0.936170213,4.139095902,0.60885,0.59315,0.01,67.1,53.3,70.7,55.2
Indiv_523,22713.04348,6017.391304,50,4.4,0.936170213,4.134965451,0.6042,0.591,0.0091,75.2,53.6,67,69.4
Indiv_524,22713.04348,4973.913043,31,4.2,0.893617021,4.038778772,0.60825,0.608,,58,51.4,57.4,53
Indiv_525,22713.04348,3930.434783,13,,,,,,,,,,
Indiv_526,22713.04348,2886.956522,10,,,,,,,,,,
Indiv_527,22713.04348,1843.478261,9,,,,,,,,,,
Indiv_528,22713.04348,800,9,,,,,,,,,,
Indiv_529,23756.52174,24800,51,4.6,0.978723404,4.21900642,0.6011,0.60385,-0.0137,94.1,78.3,68.6,91.4
Indiv_530,23756.52174,23756.52174,51,4.55,0.968085106,4.175284961,0.59895,0.6068,-0.02205,105.4,75.9,64.1,92.2
Indiv_531,23756.52174,22713.04348,49,4.4,0.936170213,4.066140975,0.5957,0.6072,-0.0301,75.5,48.9,50.8,62.1
Indiv_532,23756.52174,21669.56522,55,4.45,0.946808511,4.116134785,0.5996,0.60825,-0.02615,77.3,50.7,56.1,57.8
Indiv_533,23756.52174,20626.08696,65,4.45,0.946808511,4.107823538,0.60615,0.61385,-0.02235,99.4,77.8,78.1,87.9
Indiv_534,23756.52174,19582.6087,67,4.4,0.936170213,4.072465956,0.60495,0.61485,-0.02415,105.8,79.1,85.3,93.2
Indiv_535,23756.52174,18539.13043,76,4.55,0.968085106,4.177138375,0.6065,0.6118,-0.01825,130.7,90.3,92.2,99.3
Indiv_536,23756.52174,17495.65217,84,4.65,0.989361702,4.206121366,0.60865,0.61425,-0.0194,159.8,105.3,103.2,122.6
Indiv_537,23756.52174,16452.17391,83,4.65,0.989361702,4.204660051,0.6098,0.6114,-0.01285,158.7,98.2,99.1,121.2
Indiv_538,23756.52174,15408.69565,64,4.6,0.978723404,4.164603906,0.6117,0.6203,-0.02485,116.9,70.8,75.5,79.4
Indiv_539,23756.52174,14365.21739,65,4.6,0.978723404,4.159033059,0.60455,0.6054,-0.00995,97.3,58.6,56.7,68.7
Indiv_540,23756.52174,13321.73913,74,4.6,0.978723404,4.173509753,0.60815,0.60285,-0.00255,66.1,45.7,50.1,54.9
Indiv_541,23756.52174,12278.26087,71,4.55,0.968085106,4.146321151,0.6065,0.60285,-0.0096,74.1,51.8,51.5,64.1
Indiv_542,23756.52174,11234.78261,83,4.55,0.968085106,4.146681749,0.60895,0.6086,-0.0114,77,55.6,58.4,67
Indiv_543,23756.52174,10191.30435,77,4.55,0.968085106,4.156068521,0.60945,0.6076,-0.00765,79.7,58.2,58.6,69.3
Indiv_544,23756.52174,9147.826087,74,4.55,0.968085106,4.147888392,0.60525,0.6048,-0.01115,73.3,51.8,53.6,61.3
Indiv_545,23756.52174,8104.347826,65,4.45,0.946808511,4.130102065,0.6033,0.59855,-0.00515,64.8,49.9,54.4,53.7
Indiv_546,23756.52174,7060.869565,44,4.35,0.925531915,4.103603347,0.5998,0.5931,-0.00105,67.3,51.8,68.5,65.2
Indiv_547,23756.52174,6017.391304,39,4.35,0.925531915,4.10983846,0.60215,0.60125,-0.0082,56.7,43,40.6,52.7
Indiv_548,23756.52174,4973.913043,29,4.15,0.882978723,4.024429725,0.60325,0.6104,,48,41.6,47.3,43.4
Indiv_549,23756.52174,3930.434783,16,,,,,,,,,,
Indiv_550,23756.52174,2886.956522,9,,,,,,,,,,
Indiv_551,23756.52174,1843.478261,10,,,,,,,,,,
Indiv_552,23756.52174,800,6,,,,,,,,,,
Indiv_553,24800,24800,44,4.5,0.957446809,4.177395606,0.59765,0.60115,-0.0168,90.9,66,58.8,81.2
Indiv_554,24800,23756.52174,37,4.45,0.946808511,4.173815681,0.60165,0.61105,-0.02635,58.7,42.1,42.6,51
Indiv_555,24800,22713.04348,26,4.25,0.904255319,4.120122171,0.59695,0.62495,-0.04785,49.6,33.1,36.9,39.3
Indiv_556,24800,21669.56522,35,4.35,0.925531915,4.08252427,0.59905,0.61995,-0.0407,74,49.8,49.3,55.8
Indiv_557,24800,20626.08696,53,4.45,0.946808511,4.123711763,0.60725,0.6189,-0.0277,87.8,59.8,63.3,63.5
Indiv_558,24800,19582.6087,62,4.4,0.936170213,4.137969243,0.61295,0.62255,-0.02455,129.6,91.1,110.4,108.3
Indiv_559,24800,18539.13043,56,4.4,0.936170213,4.111317576,0.61145,0.6303,-0.03825,107.9,79.5,83.2,90.8
Indiv_560,24800,17495.65217,69,4.55,0.968085106,4.195955671,0.61205,0.6174,-0.0194,127.1,83.6,75.1,98.4
Indiv_561,24800,16452.17391,65,4.55,0.968085106,4.174938166,0.612,0.61615,-0.01705,147,91.3,84.8,102.3
Indiv_562,24800,15408.69565,32,4.15,0.882978723,4.034286834,0.6262,0.6422,-0.0357,78.9,69.5,71.3,71.9
Indiv_563,24800,14365.21739,24,4.2,0.893617021,4.087517854,0.60065,0.60415,-0.0148,219.9,114.4,88.4,219.9
Indiv_564,24800,13321.73913,47,4.6,0.978723404,4.189446851,0.60485,0.59475,0.0077,114.2,57.1,50.4,78
Indiv_565,24800,12278.26087,55,4.55,0.968085106,4.176415676,0.6071,0.60005,-0.00415,75.3,54.7,50.9,64.5
Indiv_566,24800,11234.78261,46,4.45,0.946808511,4.174991625,0.6003,0.59015,0.0015,66.8,53.9,46.2,60.8
Indiv_567,24800,10191.30435,38,4.45,0.946808511,4.165717394,0.5971,0.58155,0.0072,85.5,63.4,62.9,64.7
Indiv_568,24800,9147.826087,45,4.45,0.946808511,4.150859747,0.59725,0.5833,0.0066,57.8,41.4,41.9,48.6
Indiv_569,24800,8104.347826,47,4.4,0.936170213,4.145428289,0.5993,0.58305,0.0118,56.4,44,43.9,51.6
Indiv_570,24800,7060.869565,43,4.35,0.925531915,4.109949445,0.60075,0.5965,-0.0048,64.9,53.1,64.6,62.2
Indiv_571,24800,6017.391304,31,4.25,0.904255319,4.077386052,0.59605,0.59345,,49.6,41.7,41.7,48.2
Indiv_572,24800,4973.913043,19,,,,,,,,,,
Indiv_573,24800,3930.434783,9,,,,,,,,,,
Indiv_574,24800,2886.956522,6,,,,,,,,,,
Indiv_575,24800,1843.478261,6,,,,,,,,,,
Indiv_576,24800,800,5,,,,,,,,,,
